brand_hybrid,Yield,air.sig995_mean,omega.sig995_mean,pres.sfc_mean,rhum.sig995_mean,uwnd.sig995_mean,vwnd.sig995_mean
DeKalb-DKC61-54RIB,261.5504,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC62-08RIB,251.0627,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC62-77RIB,255.9262,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC63-33RIB,260.614,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC64-87RIB,261.7486,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC66-40RIB,267.9195,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D50SS43,239.654,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D51VP32,238.093,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D52SS91,252.9379,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 60ZX1 RIB,249.4995,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 61JX1 RIB,242.1293,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 62SX1 RIB,244.755,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 63SX1 RIB,247.0094,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 64MX1 RIB,236.1513,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1211K - 17,255.2705,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1311R - 17,255.2166,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1314D - 14,249.3612,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1407D - 14,248.3604,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1408F - 15,254.4223,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1412M - 15,243.6246,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1413K - 14,246.7313,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1413M - 15,228.0677,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1508P - 12,215.9503,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2A749,241.5136,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2C788,221.8684,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2C799,244.7788,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2V709,229.9644,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-3F-515™,240.9984,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-3F-814™,252.4661,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5D-109™,252.1343,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-113™,236.589,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-512™,255.2127,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-709™,261.366,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-811™,264.7975,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5V-0705,241.3934,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-0801,256.8199,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-0906,263.4255,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-111™,242.8263,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-510™,281.9057,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-707™,235.5094,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-713™,267.1211,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Phoenix-5552EZ**,244.975,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Phoenix-6542A4**,245.0144,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-4G46 AMX,246.4068,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-4J95 AMX,266.1617,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-5C17 AMXT,265.5469,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-6F74 AMX,246.823,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-6P75 AMXT,276.232,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-7A18 AMX,256.7087,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK858VT3P,241.1473,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK860VT3P,235.4515,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK890SSTX,247.0708,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK898SSTX,238.335,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK941SSTX,241.5768,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx436SS,265.9242,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx720SS,240.1758,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx760SS,242.2238,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx850SS,251.5463,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-10904 SS,225.6002,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-11103 SS,243.9836,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-11208 Vt3P,246.9174,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-11304 SS,240.4722,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-11406 SS,240.5346,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-5828RIB,251.4073,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-5838RIB,247.4572,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6058RIB,257.6,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6148RIB,250.9637,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6158RIB,238.0236,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6258RIB,249.0831,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6378RIB,251.9553,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6438RIB,241.767,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Stone-6448RIB,257.8835,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Sun Prairie-SP2718 GSS,237.2714,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Sun Prairie-SPX4840 GSS,254.111,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Whisnand-212 SS,247.8671,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Whisnand-214 SS,251.2078,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Whisnand-215 SS,247.4944,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6462STX,267.2831,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6472VT3PRIB,265.2037,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6492STX,260.2595,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6499STXRIB,266.1967,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6533VT3PRIB,264.9705,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6559STXRIB,260.7873,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Beck-XL 5475AMXT™*,252.3043,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Beck-XL 5828AMX™*,282.8604,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Beck-XL 5939AMXT™*,263.6884,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Beck-XL 6175AMXT™*,259.8487,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Beck-XL 6365AMX™*,280.0428,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Burrus-6T54 3000GT,270.1537,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Catalyst-4685 3111,250.5279,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Catalyst-7893 3111,264.4744,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Channel-209-53STXRIB,266.6847,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Channel-211-24STXRIB,264.93,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Channel-213-59STXRIB,265.7485,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Channel-215-83STXRIB,263.4614,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC60-67RIB,262.114,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC61-54RIB,263.8855,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC62-08RIB,239.7451,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC62-77RIB,271.5546,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC63-33RIB,267.4877,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC64-87RIB,279.8389,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
DeKalb-DKC66-40RIB,260.4709,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Dyna-Gro-D50SS43,261.1302,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Dyna-Gro-D51VP32,269.59,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Dyna-Gro-D52SS91,266.0955,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
InVISION-FS 60ZX1 RIB,263.9033,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
InVISION-FS 61JX1 RIB,253.1751,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
InVISION-FS 62SX1 RIB,261.2149,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
InVISION-FS 63SX1 RIB,251.5363,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
InVISION-FS 64MX1 RIB,250.0636,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1211K - 17,266.7488,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1311R - 17,263.01,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1314D - 14,256.9149,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1407D - 14,260.6622,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1408F - 15,267.9718,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1412M - 15,250.3627,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1413K - 14,247.0513,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1413M - 15,263.4546,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Merschman-M - 1508P - 12,231.7145,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Mycogen-2A749,253.5025,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Mycogen-2C788,241.6441,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Mycogen-2C799,250.9154,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Mycogen-2V709,247.6023,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-3F-515™,261.1386,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-3F-814™,270.3846,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5D-109™,266.7459,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5F-113™,250.4548,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5F-512™,268.497,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5F-709™,276.5111,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5F-811™,271.3185,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5V-0705,254.2543,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-0801,271.7804,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-0906,285.0147,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-111™,265.0855,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-510™,270.5506,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-707™,252.4941,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
NuTech/G2 Genetics-5Z-713™,286.4472,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Phoenix-5552EZ**,250.5512,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Phoenix-6542A4**,282.9086,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-4G46 AMX,259.1703,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-4J95 AMX,267.5103,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-5C17 AMXT,277.0883,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-6F74 AMX,260.6467,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-6P75 AMXT,277.7846,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Power Plus-7A18 AMX,264.6533,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Renk-RK858VT3P,263.5002,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Renk-RK860VT3P,266.0832,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Renk-RK890SSTX,249.3152,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Renk-RK898SSTX,254.1945,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Renk-RK941SSTX,259.8554,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Roeschley-Rx436SS,268.745,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Roeschley-Rx720SS,251.3733,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Roeschley-Rx760SS,260.214,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Roeschley-Rx850SS,269.5868,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Steyer-10904 SS,248.9501,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Steyer-11103 SS,246.8739,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Steyer-11208 Vt3P,260.6306,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Steyer-11304 SS,249.7085,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Steyer-11406 SS,257.0741,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-5828RIB,263.8735,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-5838RIB,257.4889,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6058RIB,268.207,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6148RIB,256.7627,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6158RIB,250.0279,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6258RIB,260.2661,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6378RIB,268.3038,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6438RIB,253.9106,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Stone-6448RIB,264.1547,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Sun Prairie-SP2718 GSS,257.1531,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Sun Prairie-SPX4840 GSS,262.9655,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Whisnand-212 SS,254.7942,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Whisnand-214 SS,265.8461,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
Whisnand-215 SS,254.6182,292.736416,0.014488595,99125.95109,76.78668478,0.642258532,1.069024713
AgriGold-A6462STX,254.1333,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6472VT3PRIB,241.7439,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6492STX,247.5383,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6499STXRIB,254.5721,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6533VT3PRIB,243.1878,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
AgriGold-A6559STXRIB,249.8559,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Beck-XL 5475AMXT™*,234.6005,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Beck-XL 5828AMX™*,249.8567,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Beck-XL 5939AMXT™*,248.1029,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Beck-XL 6175AMXT™*,248.1348,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Beck-XL 6365AMX™*,275.0958,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Burrus-6T54 3000GT,255.7221,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Catalyst-4685 3111,229.7506,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Catalyst-7893 3111,251.6588,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Channel-209-53STXRIB,256.7988,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Channel-211-24STXRIB,248.8544,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Channel-213-59STXRIB,230.9167,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Channel-215-83STXRIB,234.2308,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC60-67RIB,244.8487,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC61-54RIB,245.2933,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC62-08RIB,233.0412,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC62-77RIB,258.6021,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC63-33RIB,246.5644,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC64-87RIB,252.8836,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
DeKalb-DKC66-40RIB,258.4408,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D50SS43,234.7307,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D51VP32,246.7417,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Dyna-Gro-D52SS91,255.6724,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 60ZX1 RIB,237.6457,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 61JX1 RIB,232.6748,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 62SX1 RIB,238.6795,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 63SX1 RIB,247.0898,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
InVISION-FS 64MX1 RIB,249.1865,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1211K - 17,242.6341,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1311R - 17,253.138,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1314D - 14,257.8235,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1407D - 14,234.884,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1408F - 15,246.6605,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1412M - 15,251.9766,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1413K - 14,247.4473,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1413M - 15,237.9712,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Merschman-M - 1508P - 12,218.3214,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2A749,242.0139,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2C788,235.0113,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2C799,245.438,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Mycogen-2V709,218.4264,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-3F-515™,249.8233,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-3F-814™,263.7244,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5D-109™,235.4055,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-113™,257.587,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-512™,240.6184,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-709™,247.4861,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5F-811™,240.2268,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5V-0705,225.2937,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-0801,253.7181,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-0906,235.8665,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-111™,250.7975,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-510™,241.5503,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-707™,242.3093,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
NuTech/G2 Genetics-5Z-713™,268.7037,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Phoenix-5552EZ**,233.2023,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Phoenix-6542A4**,236.7259,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-4G46 AMX,240.5981,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-4J95 AMX,244.1933,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-5C17 AMXT,268.1578,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-6F74 AMX,243.18,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-6P75 AMXT,239.9025,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Power Plus-7A18 AMX,246.4047,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK858VT3P,244.2661,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK860VT3P,254.3781,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK890SSTX,249.8899,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK898SSTX,231.7639,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Renk-RK941SSTX,238.5506,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx436SS,251.8631,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx720SS,244.9719,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx760SS,226.8401,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Roeschley-Rx850SS,237.3819,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-10904 SS,236.0624,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
Steyer-11103 SS,221.0537,292.4309811,-0.016530436,99476.875,79.23777174,0.594160405,1.251769245
